scenario_ids,gt_critical_continuous_individual,gt_critical_continuous_interaction,gt_critical_continuous_safeshift
4b1dd88e51025ee0.pkl,2.514,3.699,3.107
f052be28addce823.pkl,20.004,40.122,30.063
f370879b2a39ce45.pkl,6.362,15.625,10.993
37bdb5710641a33c.pkl,9.086,25.821,17.453
6a13bbc1dfd62315.pkl,2.893,11.65,7.271
2397a7d8097d2efa.pkl,14.785,18.339,16.562
97061f9520870f65.pkl,58.461,7.2,32.831
55cabcde38cf3a14.pkl,12.827,28.34,20.583
9f4fe2717e111657.pkl,4.3,11.052,7.676
27e97552519ae581.pkl,2.971,10.947,6.959
a61ce1b520c71f15.pkl,16.106,43.892,29.999
2f09899998066161.pkl,5.411,12.749,9.08
ad3ceceee94ff5f2.pkl,11.245,50.539,30.892
8ccc786ca40ac6d2.pkl,5.75,17.958,11.854
dc33709685633753.pkl,10.88,59.837,35.359
97dd51072d24c259.pkl,11.414,74.59,43.002
9510a22f503d856d.pkl,20.834,23.081,21.957
2c840c59416a064d.pkl,5.421,6.738,6.079
18539ba9fed557e.pkl,5.868,15.396,10.632
2313dae07bae650c.pkl,8.27,3.968,6.119
4427d1e29eec49af.pkl,13.416,36.376,24.896
7d637ab9d8ec425d.pkl,7.694,14.033,10.863
e3f37283c060504a.pkl,12.081,54.072,33.076
cd43598350a3522d.pkl,5.316,22.712,14.014
9a4566e82472979d.pkl,2.559,0.035,1.297
6894ad8d1abc9695.pkl,10.302,42.613,26.457
d3a4179e07d51ad3.pkl,21.892,14.752,18.322
76adc136a7ae53ac.pkl,9.792,4.198,6.995
785e8b965905356a.pkl,6.8,9.782,8.291
1fd4d3bf2404a5bc.pkl,2.777,0.771,1.774
f066a68ef3ab1838.pkl,13.079,37.235,25.157
a2d620ab9e9f297.pkl,7.147,17.348,12.247
1c193a6c5826c1a7.pkl,2.909,6.827,4.868
fafa1daf05314fac.pkl,8.174,23.2,15.687
5bf913740323ddb2.pkl,3.468,9.78,6.624
23175ba11e2aa1e0.pkl,4.942,16.841,10.891
952ed1463cc6a23b.pkl,12.246,37.985,25.115
40a5ce23ca14e938.pkl,11.746,16.015,13.881
3e42f6bd22b8a9fe.pkl,4.728,2.632,3.68
b1cbcf2a16b1caa4.pkl,10.911,70.096,40.503
29578654204609e8.pkl,5.041,5.82,5.431
a8cfcaf12b1b19b.pkl,19.374,54.04,36.707
dabf766afedc88bb.pkl,4.653,6.694,5.674
dc7fa03daccdb099.pkl,10.279,14.873,12.576
aa2dd55f9303ef2b.pkl,4.15,4.318,4.234
ba33e5cb59641bd1.pkl,4.429,10.831,7.63
a39d2de87e064f94.pkl,22.217,49.062,35.639
b84049e18a4a8c94.pkl,11.52,106.151,58.836
370c359ae7d1c20a.pkl,4.48,1.658,3.069
f17e24c59d77896e.pkl,2.132,15.138,8.635
49265a8600c08651.pkl,15.781,38.822,27.302
beabfd59f2b745ef.pkl,10.247,66.154,38.2
86b2e13f9de1976a.pkl,9.851,17.932,13.892
41a400d67283be1a.pkl,11.926,10.042,10.984
6b47035acd8b1500.pkl,3.538,10.584,7.061
161dccc792f48909.pkl,11.14,18.066,14.603
1209f40624471bb.pkl,3.777,7.678,5.728
96e4174bf95ce0e9.pkl,18.401,21.787,20.094
38e4e6d9c546b4cb.pkl,8.359,21.614,14.986
6d4c4ce4ef1ae433.pkl,4.8,12.354,8.577
5893273e8c03657b.pkl,10.395,63.052,36.723
14a8394f7eb042c6.pkl,8.513,6.443,7.478
f79206dd34af3645.pkl,28.728,58.84,43.784
1907c453a801f770.pkl,20.057,24.029,22.043
aa62ee4958f03dfe.pkl,25.562,107.708,66.635
e85317228743cf51.pkl,12.374,44.305,28.339
a88686dedce806e5.pkl,9.974,11.018,10.496
e47e88239f76e84e.pkl,12.791,26.047,19.419
463b88c64754c0cb.pkl,7.628,38.062,22.845
7c546683a5e8057.pkl,2.466,10.512,6.489
44a81154961b869f.pkl,15.917,10.989,13.453
a502161680a8f657.pkl,3.095,10.349,6.722
3deae2b6dc329ec8.pkl,5.437,16.83,11.134
58e499b28bfe0782.pkl,9.634,8.187,8.911
bde390a42117bc98.pkl,9.467,76.671,43.069
11b314d07fdb9cff.pkl,1.408,1.313,1.361
5d31ac6001a3aefb.pkl,3.169,9.182,6.176
7cab851265374f81.pkl,3.774,9.035,6.404
fe7da36793cb5a2d.pkl,8.755,11.213,9.984
3d169f5458306dfb.pkl,4.065,7.019,5.542
459b1e6cd9ca25a6.pkl,11.188,16.329,13.758
4dc0cacf62cfdb09.pkl,2.004,0.754,1.379
839dfe61ad9661c1.pkl,12.706,26.463,19.585
3293e308f8fba6ae.pkl,17.746,33.649,25.698
d661aa2820705833.pkl,6.096,26.137,16.116
8e5156085c207ceb.pkl,3.365,0.0,1.683
62046ddaa34049ce.pkl,3.197,4.149,3.673
d946e56280e83cb3.pkl,12.479,25.931,19.205
2d21884d185fa8f8.pkl,3.223,21.682,12.452
51f51158c8b6967b.pkl,8.505,20.044,14.274
64c2f8ec4a316016.pkl,12.301,57.316,34.809
a6bf1ade33cb6e93.pkl,11.634,79.237,45.436
ca3b0a3c281bd132.pkl,6.936,11.282,9.109
f242d569578002f6.pkl,3.41,6.723,5.067
a7f9acabddcbe9c7.pkl,8.253,31.9,20.076
6cd2059491e78bc4.pkl,2.501,4.55,3.526
99e7b0ff3b9c38d4.pkl,4.368,6.775,5.571
8417eae923dbb4f2.pkl,20.488,38.518,29.503
9bf005ad2bb1db1d.pkl,3.539,5.633,4.586
faea1de8166d0345.pkl,4.415,2.371,3.393
d0046cb41a0ab87e.pkl,10.116,42.22,26.168
a64ee678a259c730.pkl,10.967,52.672,31.82
76736351391e26f4.pkl,14.994,39.325,27.159
3d42f4b2c21c5018.pkl,2.442,4.185,3.314
53a5cd592d24f297.pkl,12.034,44.508,28.271
e208eb9d41ddec90.pkl,13.316,31.539,22.428
20c0d37c1498d32.pkl,5.551,9.928,7.74
c53212fc74a0fec7.pkl,13.341,48.119,30.73
5024c0b5c620e650.pkl,22.253,25.77,24.012
fdb227eac0e9bc99.pkl,11.815,39.728,25.772
e946bc96e05a213f.pkl,3.445,7.407,5.426
e700794920b64662.pkl,12.478,40.074,26.276
19fdeacb937c5f1e.pkl,7.672,5.699,6.685
7ec087313758416b.pkl,6.61,12.031,9.32
2e0f34f37ec724f4.pkl,3.422,5.891,4.656
1b327b2b6cb7a9e4.pkl,2.638,3.406,3.022
48a799ae3957e079.pkl,6.316,10.628,8.472
b27893c8a5490ea6.pkl,16.893,21.367,19.13
83c7241d3c491cdd.pkl,10.646,37.696,24.171
1cad755926dea4d7.pkl,5.208,5.367,5.288
4e3eff7c3a62d9d5.pkl,3.467,1.014,2.24
d8c2837251cee8d.pkl,8.598,21.447,15.022
9b88e7af1ece112e.pkl,5.227,6.244,5.736
158e006dbcb29bd3.pkl,15.66,21.623,18.642
fa9f9a84097b6862.pkl,20.473,59.426,39.95
c5cc63b118d90656.pkl,15.628,39.992,27.81
d576ec7eaebaa7cd.pkl,6.011,25.491,15.751
5e857d16d0120df9.pkl,2.786,5.865,4.326
446042ddf091ee2a.pkl,3.671,7.563,5.617
2cb8cd0119a0ca27.pkl,4.948,11.993,8.47
638146f9abdec3e4.pkl,4.587,11.443,8.015
99a04b588932d77c.pkl,7.028,44.696,25.862
680fb4b56a21a2c4.pkl,19.351,59.955,39.653
406037b6fcc146a8.pkl,11.049,39.174,25.111
d397f48d03c384ca.pkl,8.512,14.054,11.283
95354b3c4db54fb2.pkl,9.065,36.768,22.916
a89f5537e6a453a2.pkl,14.695,40.533,27.614
2eb8484a46b87690.pkl,5.232,9.767,7.5
aa3f9c1c782a53e6.pkl,18.766,49.091,33.929
2abc3d1e3b333a2c.pkl,3.709,4.154,3.932
85aefb2272a23b39.pkl,9.204,44.941,27.073
bc3e04eba8f4aa4.pkl,15.565,32.192,23.878
1795825dfbf8ddb0.pkl,8.996,18.399,13.698
31588f2d5e35548.pkl,18.468,24.3,21.384
4077db7a3b77206.pkl,10.709,23.003,16.856
54ac4c8ec045a629.pkl,7.132,43.079,25.106
2eb3de47e1f5e04.pkl,4.661,14.652,9.657
3f5eae05f74cc2fc.pkl,2.795,6.539,4.667
f8ce164281b790f0.pkl,2.406,8.446,5.426
f5f2a33772443552.pkl,13.895,36.195,25.045
a2bfda52b435be66.pkl,3.992,10.349,7.171
3cffa2c55c529237.pkl,5.548,3.654,4.601
4e659a8fcce502c2.pkl,3.553,3.604,3.578
d70669f69d466d4a.pkl,9.727,41.062,25.395
f129a1fa787f2b55.pkl,19.009,69.67,44.34
f1210ea858c544d7.pkl,5.842,8.296,7.069
8028b7b4135b3473.pkl,2.034,5.814,3.924
b677bf205ebd2f50.pkl,2.697,7.747,5.222
3d4d0392677ba968.pkl,6.192,15.796,10.994
b17a5be7205ec39a.pkl,12.84,35.257,24.049
19d2483560ce4eb8.pkl,5.747,3.464,4.606
c876e91d6a63fbcc.pkl,8.061,36.31,22.186
ed3b1c51e8586031.pkl,6.886,9.663,8.274
bc746100424b73b4.pkl,10.886,2.158,6.522
f059f10fd55a162a.pkl,8.672,27.701,18.186
faff9b6c910d79eb.pkl,4.767,1.226,2.996
b981681c365a3919.pkl,15.986,14.843,15.414
fc959f873de05eba.pkl,12.595,12.32,12.458
ea31d5b2440c3490.pkl,17.477,21.034,19.255
bbd6fef587d317f5.pkl,7.903,38.649,23.276
3a15225171c34f67.pkl,1.544,0.141,0.843
ff7a8f7ec54d5079.pkl,8.841,3.584,6.212
3b589136282f2ab6.pkl,3.115,5.575,4.345
68ebb1345abaaa49.pkl,18.067,26.551,22.309
9a81aff7fbaf7944.pkl,6.898,12.587,9.743
6046275c8926c7fc.pkl,10.452,35.252,22.852
b54133ef8711b58a.pkl,12.137,36.316,24.227
f844009177ac15f1.pkl,6.795,24.075,15.435
cc3d15ac27936882.pkl,10.009,28.972,19.49
16228856786643a0.pkl,3.458,26.082,14.77
88be22c5063384c5.pkl,6.266,26.994,16.63
64c3181d88151c9.pkl,6.738,23.331,15.034
1f4ac1f27c5e7e27.pkl,2.612,0.0,1.306
2c28dcf4b1a9835.pkl,3.463,5.753,4.608
757b6e1fbcd8cbae.pkl,9.473,25.284,17.379
3a396507195459fd.pkl,5.309,4.951,5.13
e7b1f9b63072f70f.pkl,11.181,30.736,20.959
9ccb4c2c124bd066.pkl,4.494,0.0,2.247
efdbcb17016fd99b.pkl,5.203,11.842,8.523
a079928ce78e36cc.pkl,5.532,26.972,16.252
77f50e86b75f5204.pkl,8.554,18.131,13.342
31ece7ac46ea18bd.pkl,4.961,14.425,9.693
8e4b40996490ddae.pkl,4.372,4.275,4.323
a33419bbaab09b36.pkl,10.194,18.351,14.272
a738f8baa31ab74a.pkl,13.022,25.934,19.478
38c703d6cb4da5ce.pkl,24.788,29.033,26.91
dfa39971dcc2f21a.pkl,2.372,1.148,1.76
fc12bd497cd1524e.pkl,7.108,6.114,6.611
afbbc8273559c6cd.pkl,6.022,12.948,9.485
1fcca512e0f174f5.pkl,8.895,11.384,10.14
c2b60bc1c784610.pkl,7.222,8.333,7.778
8f0a37ec5bd080c9.pkl,9.962,17.341,13.651
a3ee55c8ffae7ffc.pkl,4.281,2.742,3.511
ca062d6af6a5eedd.pkl,10.395,15.026,12.711
3411f0dc2f842ae.pkl,8.405,17.892,13.148
472ac947a627d2b6.pkl,28.412,40.33,34.371
c10376e22352704.pkl,5.136,5.958,5.547
b717bddb2198b716.pkl,3.932,18.181,11.056
1134fa443f919fd3.pkl,17.728,9.342,13.535
8afe80c6f603b165.pkl,9.844,1.264,5.554
23784436eb26bea7.pkl,7.174,20.81,13.992
b040149020d77fb3.pkl,26.03,5.603,15.817
e2ae43deefae96e8.pkl,6.378,14.61,10.494
157f15bbe56866bc.pkl,10.074,25.992,18.033
db63009b82c6be76.pkl,25.641,89.812,57.726
54bcf917e0b69e97.pkl,2.063,5.638,3.85
105b0abcb9d281ba.pkl,9.518,13.285,11.402
f4705cd6737903b4.pkl,6.345,15.043,10.694
249a5c052f049173.pkl,9.342,57.957,33.649
406601153d770b00.pkl,12.478,41.743,27.11
c9b293a17c162d44.pkl,11.052,70.65,40.851
b517db7449261f72.pkl,5.632,43.808,24.72
28d25f68590bdfe0.pkl,6.595,9.164,7.88
4349806ba686ef3d.pkl,9.191,47.659,28.425
4b3cd7fec72962e0.pkl,3.202,1.928,2.565
ba0da205bc39591d.pkl,12.305,72.375,42.34
f0e036e283eee574.pkl,3.81,10.948,7.379
f52aa61bf7db35cd.pkl,14.815,27.702,21.259
e4976ec11324c175.pkl,8.953,12.569,10.761
62ee2507cb35b6f3.pkl,2.424,2.183,2.304
cadac450197ef8bd.pkl,18.193,45.036,31.614
fd06bee80640ff39.pkl,5.182,5.463,5.322
66033be5efc3301b.pkl,34.25,2.452,18.351
f96630c4d7e58295.pkl,4.404,5.084,4.744
846fefee834fee01.pkl,5.257,3.724,4.49
773acbbe57ef62a4.pkl,14.062,91.993,53.027
83801a6da9d58fe7.pkl,6.353,14.509,10.431
19b111940be0b332.pkl,3.932,5.683,4.807
d1fe9a5be41025b1.pkl,2.403,6.801,4.602
f8cd1752bbefac89.pkl,11.705,17.257,14.481
fe8dea1b19c674f1.pkl,9.472,43.027,26.249
71105d8c1045d13f.pkl,9.332,55.516,32.424
57105ddee51203ae.pkl,31.988,65.427,48.708
a7a7cc61f41696f5.pkl,9.417,13.904,11.661
6c00089d2103e744.pkl,3.077,0.001,1.539
95672ebe0853f09b.pkl,5.002,12.175,8.588
4e97a8a38a8ce98b.pkl,3.186,9.114,6.15
c366212101a62a70.pkl,14.488,26.827,20.657
775c958485675e83.pkl,6.451,10.492,8.471
6358192dd15043a1.pkl,5.455,13.794,9.624
4d6d797b3c64c5d2.pkl,4.255,3.197,3.726
143f2c7d973792fd.pkl,2.463,7.094,4.778
f1d520c06668655d.pkl,16.542,35.661,26.101
e1b1180f077b37c9.pkl,5.834,6.031,5.933
ba350ff106be52e5.pkl,10.303,47.099,28.701
e1a57e9d6c039d5a.pkl,5.274,7.613,6.443
41768fe666a661d0.pkl,4.575,8.491,6.533
d2db04fd7433499e.pkl,4.763,15.443,10.103
494bdb1828f79d70.pkl,4.761,7.919,6.34
16a0cfa94278f405.pkl,5.987,11.608,8.798
709b00c6eff117c9.pkl,11.316,12.463,11.89
d5dae2246378e8c7.pkl,5.743,17.713,11.728
b0ab657ea5088f4a.pkl,13.112,61.015,37.064
a634f3f8d37d062b.pkl,4.375,18.748,11.561
a93f06d704e48ac9.pkl,2.441,9.184,5.813
6506f848ce775f5d.pkl,9.072,51.385,30.229
d9c72c8780ff6b80.pkl,8.546,14.603,11.575
e2b9898684db3da4.pkl,13.089,46.4,29.744
231add072a4d7bf9.pkl,3.107,7.216,5.162
243702f4de264771.pkl,8.056,26.295,17.176
934dd27bda888ca3.pkl,13.738,33.796,23.767
b309267ba726d1c9.pkl,8.681,33.908,21.294
8d42fc0018c6f8d7.pkl,4.71,2.955,3.833
44068b2e9fc16759.pkl,2.459,29.647,16.053
1c7ad57848491d94.pkl,2.036,5.626,3.831
88c224a7a5862d95.pkl,20.966,58.966,39.966
922b0c82f6385f72.pkl,17.114,88.116,52.615
abf087c6a449919e.pkl,11.074,70.786,40.93
faf2ce88e215032e.pkl,32.48,14.402,23.441
bba94f9d935133c7.pkl,1.785,9.405,5.595
b0957a8d42a4062b.pkl,13.838,33.273,23.555
83f7c164c35bd1a5.pkl,7.498,24.812,16.155
96f15d288cbb9f23.pkl,11.232,69.475,40.354
afa0611a84f34021.pkl,11.239,13.764,12.502
e887a70a6ce0d567.pkl,9.051,75.14,42.095
4cb28d1f8f041866.pkl,2.728,2.776,2.752
50a0909af0f8384f.pkl,19.669,78.749,49.209
68f06b8d25f6075.pkl,5.728,7.144,6.436
1258b1fc68c36232.pkl,18.769,9.618,14.193
f22479d0c9180863.pkl,9.255,24.747,17.001
16bacaa8151bb88d.pkl,6.143,11.908,9.025
76919eec57e5c05b.pkl,13.539,38.578,26.058
a4e88fda759a6318.pkl,12.828,50.722,31.775
9165bdd5c994983b.pkl,9.998,13.263,11.631
7829c57397785dc2.pkl,6.89,40.957,23.923
fdbae0011d5d0128.pkl,5.759,28.777,17.268
1b1bdd24654c28db.pkl,2.122,13.246,7.684
ae8aabcb11c5caa9.pkl,15.666,26.874,21.27
9764a75556837e46.pkl,21.517,28.206,24.861
69967dcd1d1d2e18.pkl,2.136,5.864,4.0
5cf11a3be897c8d4.pkl,2.917,1.656,2.287
a9589efb16247cda.pkl,18.064,37.748,27.906
693d2155d7ebc18f.pkl,12.986,34.048,23.517
1d069a6804a0025c.pkl,4.057,9.907,6.982
157e154b5ce0e017.pkl,21.695,10.971,16.333
20424addc6117f4d.pkl,16.066,18.272,17.169
1b6e5c519d227b4b.pkl,5.81,6.484,6.147
2226b18fdf705ad1.pkl,6.814,23.675,15.244
e373046da413f1b6.pkl,19.279,58.857,39.068
eb5d61215d8d47d3.pkl,18.047,38.184,28.115
489b6b9b9400db23.pkl,6.989,6.45,6.719
8fcdeabdf66cc106.pkl,3.731,6.573,5.152
c41e67b0b537a309.pkl,5.118,11.239,8.178
2f9d78525ed0f5f1.pkl,3.727,0.433,2.08
3e6d91fc82b5459a.pkl,2.876,4.122,3.499
807545b672ab4959.pkl,14.421,40.941,27.681
4d99001412b0a5af.pkl,2.363,9.196,5.779
998dfefef5da1117.pkl,7.022,5.899,6.46
4df0fb85e4432a1d.pkl,2.662,3.918,3.29
a6f88524e8aa660d.pkl,2.362,6.255,4.309
a92b2b2fc15a9e24.pkl,23.695,53.693,38.694
ecf77f8fc5165b6f.pkl,11.312,28.002,19.657
56d2d92d459ea01e.pkl,4.595,37.639,21.117
e4c9e013f1b9dacc.pkl,6.116,24.404,15.26
1b84b20a68aaebf.pkl,6.162,4.108,5.135
20d5c3bfade789cd.pkl,6.585,3.658,5.122
97e77994ea9ee81a.pkl,15.151,30.472,22.811
2ebf0744120111dd.pkl,2.372,4.882,3.627
230c91626ada4a55.pkl,16.499,7.704,12.102
46497b653b9668c9.pkl,9.531,14.768,12.149
7b0b706ddaa8307a.pkl,1.735,8.777,5.256
8678bbc35422c062.pkl,8.35,66.965,37.657
452ec83ce4b7325a.pkl,4.018,19.858,11.938
9599272816616622.pkl,8.43,27.917,18.173
ff5ff50ea94e711c.pkl,5.194,17.793,11.494
5630ce7af81acb2b.pkl,10.511,59.798,35.154
7f091a95ff46f54a.pkl,4.766,13.425,9.096
75b1622b6aabd8de.pkl,5.236,32.257,18.746
9d3ba32050e17a28.pkl,1.986,4.836,3.411
7c16735cc8edaaa.pkl,3.593,6.058,4.825
2a96f244a31e5fbb.pkl,4.558,7.204,5.881
122f84190965c524.pkl,6.495,24.506,15.5
e3ddb03e046c1b9c.pkl,10.204,5.793,7.999
116205920d1a539a.pkl,4.117,3.21,3.663
4feffa51533d345d.pkl,5.48,10.655,8.068
e14692166c8d5667.pkl,18.58,26.621,22.601
7ec5e03d0448e937.pkl,2.729,6.893,4.811
fd713449bd11e6d3.pkl,3.332,11.445,7.388
5586f2a026ed9111.pkl,16.616,26.821,21.719
8cdf4601e79c80a3.pkl,4.57,10.671,7.62
9485e18d8980517a.pkl,18.635,30.005,24.32
5b591c0799e3fede.pkl,5.84,1.633,3.736
f55563920fabbc3.pkl,11.659,47.619,29.639
97b74cfa93dc0461.pkl,11.441,10.633,11.037
4fcb0075888656a.pkl,1.771,0.067,0.919
a513b8e4e2fe2147.pkl,8.058,20.668,14.363
1d4c1aeed5d998ee.pkl,7.772,4.026,5.899
7a864d5ae5b88ef5.pkl,1.751,3.914,2.832
6e1a93957b854f75.pkl,4.223,5.554,4.888
6cdbb060131774fb.pkl,8.177,5.342,6.759
2aa624af6ee13903.pkl,5.676,8.387,7.032
72f55d4041fcdf1b.pkl,9.181,14.542,11.862
fdd757a4456bfda9.pkl,17.967,63.869,40.918
b37be9848e835b72.pkl,17.342,53.481,35.411
e22bb5a26b186e88.pkl,16.569,35.996,26.283
3c0dadad20d980cd.pkl,2.049,4.298,3.173
34a7f5ad30d2284d.pkl,5.326,20.817,13.072
ae81c820b65c6f1a.pkl,10.096,40.379,25.237
189d1c1c40a12836.pkl,13.572,32.195,22.883
a8e7e72aeb8f78bc.pkl,11.01,46.436,28.723
852bff06a30a624c.pkl,11.4,6.78,9.09
2308b5a4f42af15a.pkl,11.904,21.476,16.69
140935a5ab727904.pkl,12.641,45.989,29.315
167fa56022eb6ae3.pkl,12.57,32.469,22.52
3e0058db1b3a78c2.pkl,4.979,0.164,2.571
526fa219383a72bb.pkl,7.509,9.091,8.3
c47ae4611242e22b.pkl,2.538,10.695,6.617
d26f71e1febd2235.pkl,9.955,27.057,18.506
2ad9e47864f00c4f.pkl,3.947,18.401,11.174
a84c886080d72935.pkl,11.158,32.405,21.782
422822ba11f7c68b.pkl,3.776,18.821,11.298
3e8fa022967092a.pkl,4.372,6.864,5.618
ed8ed638b9b52575.pkl,9.969,10.878,10.423
31541266c6a045e.pkl,7.981,22.831,15.406
64968d5da52786e5.pkl,9.209,29.965,19.587
c0d33d092a0539b2.pkl,10.594,15.291,12.942
7dd3e8632f49e7bc.pkl,3.298,4.05,3.674
f06ce267fb0541b6.pkl,6.66,2.3,4.48
c54c78b994225840.pkl,6.946,40.328,23.637
1861db264e985167.pkl,10.008,49.82,29.914
46dbd5ef4594e65.pkl,16.226,29.31,22.768
4368cad40bf9a016.pkl,7.209,18.003,12.606
465d329e4dff0c55.pkl,17.156,26.025,21.591
1ed17f4b94ab2aff.pkl,2.018,3.434,2.726
e38f68eadb5ae80a.pkl,7.773,17.279,12.526
395fdfd8bceff8d6.pkl,14.457,31.025,22.741
1bafbbb35eecd9d6.pkl,3.552,7.315,5.433
f03363c333e668be.pkl,8.935,35.707,22.321
cae421c96f591d69.pkl,14.351,51.562,32.957
c7251ecdc16dc0ae.pkl,13.134,100.841,56.987
172bcf4b1c1e5b77.pkl,7.183,11.091,9.137
ad15160d1a4c015a.pkl,2.788,8.427,5.608
5596130875e9b660.pkl,7.44,18.095,12.768
806ccb275d24ab86.pkl,11.781,35.994,23.888
a8a7faad01750157.pkl,12.318,45.16,28.739
222029d330902981.pkl,5.463,18.266,11.864
766bdd0cfdb72de9.pkl,3.644,18.755,11.199
9ff98688a00c8caf.pkl,7.818,2.457,5.138
7efd8220ec0e26e5.pkl,5.668,10.077,7.873
bb699d801a1ae21c.pkl,9.293,16.817,13.055
be0cf1a51513782d.pkl,3.221,8.068,5.645
eaaec670e739f4e0.pkl,3.738,19.662,11.7
ccab82adc2a1a3e6.pkl,12.718,36.5,24.609
dab71b52c6a55d64.pkl,10.65,9.227,9.939
89df9551000c83e8.pkl,8.971,35.29,22.131
3b45c658ce1b5109.pkl,4.471,6.305,5.388
113888da30ed2c77.pkl,13.506,12.615,13.06
1d282f35841be23f.pkl,4.446,7.324,5.885
5b5cfb2392ff4abf.pkl,4.259,6.53,5.394
38918afcf0457e11.pkl,12.037,21.974,17.006
f652dfc5398e40cf.pkl,9.092,6.392,7.742
845cbdbf1ad76e2f.pkl,12.146,40.483,26.314
407503027f8add90.pkl,9.964,38.03,23.997
de5be98b54466dcd.pkl,2.167,3.478,2.822
7855b84176478cee.pkl,11.873,46.118,28.995
49a19e7387122725.pkl,16.942,31.132,24.037
9b95e3d53b5380a3.pkl,2.091,0.0,1.045
41cc76bbe8dfdd57.pkl,6.669,17.088,11.878
ad8fde9f0c3179b9.pkl,7.216,12.596,9.906
e3e9dc84f291763b.pkl,13.648,32.15,22.899
b1e5a34520fe6043.pkl,8.881,69.632,39.257
71176fbc7131fb12.pkl,3.568,4.388,3.978
d876a4fb6902addb.pkl,11.681,47.119,29.4
38358e66f08ffcb.pkl,12.947,14.474,13.71
211c9b8cde059e06.pkl,11.189,30.329,20.759
53801458b8d5a39b.pkl,13.702,27.716,20.709
16b804080d2da97d.pkl,2.894,8.384,5.639
e5c4e4d2d986aaa0.pkl,7.814,22.534,15.174
6725f3566168ce34.pkl,11.338,83.42,47.379
82a3c6300057d196.pkl,3.332,18.62,10.976
49d2a75325d63bb0.pkl,11.426,46.771,29.098
2bf9f3cd60fd6927.pkl,1.675,1.184,1.429
162c873307b334a9.pkl,8.501,49.674,29.087
4614a257444754bd.pkl,10.389,17.11,13.75
28c5f4367c734fe7.pkl,3.908,0.001,1.954
b01700d70bbd0414.pkl,9.139,54.257,31.698
53096cf5a94e17ab.pkl,12.712,26.615,19.663
207350b0139e6f41.pkl,14.267,23.284,18.776
bb54d6ff778efb5d.pkl,1.542,3.237,2.39
4576e2b75038e13e.pkl,17.037,49.692,33.365
52dff820dcbe6ecd.pkl,3.962,9.703,6.832
8dc920a93e3cfc48.pkl,2.83,8.456,5.643
7b82f7c352be6b69.pkl,4.931,10.31,7.621
fe85980f155c8636.pkl,4.077,11.801,7.939
6054197a1a80256.pkl,2.475,6.132,4.304
af0c9e29be115c4d.pkl,6.672,2.351,4.511
e3fa9ec3d9c2007f.pkl,13.527,37.936,25.732
f03fa17a68c95cb5.pkl,9.23,10.458,9.844
dbc7626070f29734.pkl,13.663,47.028,30.345
2e381e4175634d6d.pkl,2.035,7.59,4.813
1aaa076fa70c1b4b.pkl,2.619,6.132,4.375
c81420cb512d1977.pkl,11.555,8.593,10.074
b20586363c6d228b.pkl,11.171,13.405,12.288
ca8bc83e91183f37.pkl,3.243,6.596,4.92
181bc117dc13f911.pkl,14.568,77.07,45.819
a76113fa5602ae7b.pkl,6.52,28.28,17.4
6b3b86477cabc6b7.pkl,8.184,7.227,7.705
3b46a5ed8be04382.pkl,3.156,3.445,3.3
b2cd9f1baf20b59f.pkl,11.516,4.13,7.823
2ca71fa8025bc693.pkl,3.723,11.841,7.782
9b8fab34d9761488.pkl,2.952,10.348,6.65
133e33069714eb8f.pkl,9.232,84.514,46.873
9181c87fa5a60e9a.pkl,5.096,8.989,7.043
4083d4d15c8b1fe0.pkl,10.235,50.374,30.304
e2148cfaf3ef6c20.pkl,6.209,9.049,7.629
5ff135b8c6d774e9.pkl,1.951,8.357,5.154
5f49069e00f75b98.pkl,7.918,4.397,6.157
27c1e0eac4ce17d3.pkl,5.071,9.957,7.514
7e8100a9e6c87b70.pkl,15.427,3.802,9.615
ed189c776765300c.pkl,18.102,30.439,24.27
bb4873de73496561.pkl,8.334,8.395,8.364
139a2e7957f3f5ef.pkl,11.981,7.4,9.691
31c56aef41e6057c.pkl,5.462,9.649,7.556
7e3ddcaecc1cbdfb.pkl,2.791,1.625,2.208
1a85be8ad06a056c.pkl,5.13,5.928,5.529
777aa6bfb876eaf5.pkl,6.041,7.47,6.756
a38be279c872e5f5.pkl,6.151,38.668,22.41
d30829b8c7a51d73.pkl,19.552,73.97,46.761
93a891c28c1bcbce.pkl,25.072,52.756,38.914
a91c86598bae6acc.pkl,21.609,15.02,18.314
5a4cc9094e59f860.pkl,3.663,4.641,4.152
14fe44bf6d589bc5.pkl,7.473,10.269,8.871
9513ab2433be6eb5.pkl,8.102,92.334,50.218
b4f643a5f3de73ac.pkl,3.219,10.012,6.615
6528fe8747bc836b.pkl,13.461,37.035,25.248
669dbd658918357f.pkl,11.825,7.672,9.748
b96f9e06d6cab2dd.pkl,6.627,30.945,18.786
91760e8d547436e.pkl,14.491,33.214,23.852
6dd9e948c59e80eb.pkl,3.584,13.348,8.466
2fcac99cb126f593.pkl,4.972,11.904,8.438
817ffe2da2c9795f.pkl,3.418,4.511,3.964
5437290a2848e517.pkl,8.009,37.233,22.621
cb9488a43f933dfa.pkl,11.299,64.985,38.142
3623af478110f620.pkl,12.452,36.102,24.277
7467cbebdfe53e4f.pkl,7.991,21.791,14.891
3475aaa86230a9c2.pkl,5.089,7.767,6.428
264a6f69a9ba481f.pkl,29.75,197.243,113.496
